X, Результаты модуля (RealMathModule), Результаты модуля (IterMathModule)-6.0, 1550.1852311125513, 1550.1852311108653
-5.9992, 1522.3993813156123, 1522.3993813142417
-5.9984, 1495.17983735714, 1495.1798373543625
-5.9976, 1468.5136380517952, 1468.513638053281
-5.9968, 1442.388152031402, 1442.3881520309073
-5.996, 1416.7910684976218, 1416.7910684981448
-5.9952, 1391.7103882580275, 1391.7103882586155
-5.9944, 1367.1344150362281, 1367.1344150364403
-5.9936, 1343.0517470466345, 1343.0517470471282
-5.9928, 1319.4512688255654, 1319.4512688270358
-5.992, 1296.322143309899, 1296.3221433097513
-5.9912, 1273.6538041552542, 1273.6538041553997
-5.9904, 1251.4359482858422, 1251.4359482872078
-5.9896, 1229.658528668353, 1229.6585286680875
-5.9888, 1208.3117473026368, 1208.3117473041025
-5.988, 1187.3860484220722, 1187.3860484215793
-5.9872, 1166.8721118967937, 1166.8721118958724
-5.9864, 1146.7608468333847, 1146.7608468334386
-5.9856, 1127.0433853642992, 1127.0433853647517
-5.9848, 1107.7110766213898, 1107.7110766192957
-5.984, 1088.7554808872803, 1088.7554808884404
-5.9832, 1070.1683639190003, 1070.1683639192902
-5.9824, 1051.941691438393, 1051.941691437798
-5.9816, 1034.0676237839336, 1034.0676237837542
-5.9808, 1016.5385107188714, 1016.5385107189009
-5.98, 999.346886390691, 999.3468863914735
-5.9792, 982.4854644371388, 982.4854644368914
-5.9784, 965.9471332342521, 965.9471332349497
-5.9776, 949.7249512816907, 949.7249512801628
-5.9768, 933.81214272139, 933.8121427211524
-5.976, 918.2020929851116, 918.2020929850639
-5.9752, 902.888344566965, 902.8883445664269
-5.9744, 887.8645929169903, 887.8645929165763
-5.9736, 873.1246824520513, 873.1246824518423
-5.9728, 858.6626026803824, 858.6626026795784
-5.972, 844.4724844362851, 844.4724844358469
-5.9712, 830.5485962215764, 830.548596221988
-5.9704, 816.8853406505689, 816.8853406512325
-5.9696, 803.4772509952047, 803.4772509952132
-5.9688, 790.3189878275558, 790.3189878278608
-5.968, 777.4053357565173, 777.4053357563995
-5.9672, 764.7312002558889, 764.7312002559908
-5.9664, 752.2916045810717, 752.2916045819408
-5.9656, 740.0816867716911, 740.0816867714105
-5.9648, 728.0966967375342, 728.0966967380444
-5.964, 716.3319934253155, 716.3319934256788
-5.9632, 704.7830420637903, 704.7830420637622
-5.9624, 693.4454114849821, 693.4454114852009
-5.9616, 682.3147715190182, 682.3147715192448
-5.9608, 671.3868904606458, 671.3868904607984
-5.96, 660.6576326051112, 660.6576326045217
-5.9592, 650.122955851389, 650.1229558514418
-5.9584, 639.7789093707825, 639.7789093714723
-5.9576, 629.6216313389376, 629.6216313391573
-5.9568, 619.6473467294152, 619.6473467294732
-5.956, 609.8523651669932, 609.8523651674894
-5.9552, 600.233078838959, 600.2330788387233
-5.9544, 590.785960462719, 590.7859604622862
-5.9536, 581.5075613079601, 581.5075613080303
-5.9528, 572.3945092719573, 572.3945092724312
-5.952, 563.4435070063289, 563.4435070061662
-5.9512, 554.6513300938122, 554.6513300933175
-5.9504, 546.0148252736085, 546.0148252735515
-5.9496, 537.5309087138635, 537.5309087144061
-5.9488, 529.196564329974, 529.1965643301013
-5.948, 521.0088421473482, 521.0088421469723
-5.9472, 512.9648567073833, 512.9648567075373
-5.9464, 505.06178551544184, 505.06178551477143
-5.9456, 497.2968675295141, 497.2968675295407
-5.9448, 489.6674016885786, 489.66740168844683
-5.944, 482.17074547939507, 482.1707454791929
-5.9432, 474.80431354070527, 474.8043135409464
-5.9424, 467.56557630375283, 467.56557630394906
-5.9416, 460.45205866812705, 460.45205866827786
-5.9408, 453.46133871190324, 453.4613387121411
-5.94, 446.59104643514195, 446.59104643511074
-5.9392, 439.8388625357853, 439.83886253529016
-5.9384, 433.2025172171038, 433.20251721736145
